reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app
0b29f02a-0f9f-4c48-a4f7-29810f94fdd8,jar Mono,https://play-lh.googleusercontent.com/a/ACg8ocKIXvepqGVFfIQPBQE6k0aQxYvfnF7L2I8TzOdNoY0DiN_p2w=mo,aplikasi GK jelas uang hilang GK bisa kembali y9lol,1,0,2.17.1,2026-09-06 16:37:20,"Hai Kak Jar Mono, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-26-249-1010-09350 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Mita",2026-09-06 17:10:14,2.17.1,gopay
f9dd7e85-c14e-4375-9eae-f09b526372a5,kang doom,https://play-lh.googleusercontent.com/a-/ALV-UjXWMeZpkLJl-GYdHGAhTVfrfKYL7IaSQwIpI2hw0LGPRsLZPyk,murah.... 🤭,5,0,2.17.1,2026-09-06 16:36:40,,,2.17.1,gopay
eafdbf5d-ae43-420f-921b-add237541eff,Ziaaa,https://play-lh.googleusercontent.com/a-/ALV-UjULVO3JcyZOHGH_fmZIPakGqQFILtCFbaHHNN_QKu99x3sVcCKr,"seruuu bgt, bcz ada game nyaa",5,0,2.17.1,2026-09-06 16:36:30,,,2.17.1,gopay
d106144a-7f88-4553-8413-111ffe45ea74,Nico haz,https://play-lh.googleusercontent.com/a/ACg8ocJijmxzw5Tq35wSNczR5DY1h7DO67_nX-bYhgvXMesldDkkcQ=mo,kasih RP200.000 dong,5,0,2.17.1,2026-09-06 16:36:21,,,2.17.1,gopay
01d24f26-f7f4-4b76-804a-6b7a96ad44ce,nayla salsabilla,https://play-lh.googleusercontent.com/a/ACg8ocKIedtPlTHtSfzpqkth4njSrdaQAkJzjFjlAFhRGUpPVclUpQ=mo,god payment,5,0,,2026-09-06 16:35:52,,,,gopay
59a401fc-8e53-4f30-a83e-1fc2c4952b10,syarif abimanyu,https://play-lh.googleusercontent.com/a-/ALV-UjV9aoiQnH4RjMKuscxnmg0d-Tsb7jiwzh57SSwC-uDMfaCjTHZu,"transfer pake gopay k rekening bank,saldo ketarik tapi ga sampai ke rekeng bank nya udh brapa x TF pake gopay kaya gini terus kacau",1,0,2.18.1,2026-09-06 16:35:40,"Hai Kak Syarif, pastikan nomor rekening sudah benar dan kamu sudah cek halaman Riwayat. Jika setelah 2x24 jam di hari kerja saldo belum juga bertambah, silakan laporkan melalui menu Bantuan > ketik 'Transfer saldo ke bank atau e-wallet belum diterima' dan cantumkan kode psr-26-249-1008-37510 pada bagian 'Ceritakan lebih lanjut'. ^Mita",2026-09-06 17:08:43,2.18.1,gopay
b6ef03e4-1021-4ba6-ad70-b1300ca12f4c,Fikzz 2133,https://play-lh.googleusercontent.com/a/ACg8ocJ58zeL_brC1XsYGn7xYVmzX3xY4BZVh5ILOL0bxBJkk2yO6w=mo,lumayan penguna baru dapet diskon beli data cuma 1rp,5,0,2.17.1,2026-09-06 16:29:57,,,2.17.1,gopay
c3d8ce30-a759-4b86-ae70-d0fc4239bee0,Alfatihimw Alfatihimw,https://play-lh.googleusercontent.com/a/ACg8ocL-ArC78C2GFXAiIJfsu19U0BrV43LM_Qzx8iUsn38ggdtpbQ=mo,gg banyak even nya,5,0,2.17.1,2026-09-06 16:24:31,,,2.17.1,gopay
2f9ef8fa-4317-4427-8aac-ab17b69a8a3b,Aegues Panser,https://play-lh.googleusercontent.com/a/ACg8ocJmguTQPgn5bpPCsW8u61ZspJ8ry9i9zfRXFy_v_Mrtcpod6Q=mo,ksh saya limit pinjaman dikit,5,0,2.17.1,2026-09-06 16:24:10,,,2.17.1,gopay
b35745a8-aeae-4144-bbf5-8e3fd77de8d5,sari Kenzie,https://play-lh.googleusercontent.com/a/ACg8ocIE9fP50HfPFlb9mqelSt4pMUVbNlHikeX3N-vFi5_R9SrhNg=mo,mantap banget,5,0,2.17.1,2026-09-06 16:23:50,,,2.17.1,gopay
996c62a2-80fe-4d4a-849a-97d0027c3829,Asih Lestari,https://play-lh.googleusercontent.com/a/ACg8ocJRVuy1dD_F33YC9dEks0SMqZh0LYWy6PI2CEwq9YEwxqEToQ=mo,keren,5,0,2.17.1,2026-09-06 16:23:20,,,2.17.1,gopay
73efda73-d219-4e77-851f-7557d7665888,Aditya,https://play-lh.googleusercontent.com/a/ACg8ocKN4pJ6Kxlp6NXipUz_CA2PWYEAiU4hrAnzBanxKiJEX0vcCA=mo,aplikasi bagus sangat simpel tapi lengkap,5,0,2.17.1,2026-09-06 16:17:29,,,2.17.1,gopay
f07aff35-1951-496d-863c-53a6b2d1e95e,Nyi Blorong,https://play-lh.googleusercontent.com/a/ACg8ocLdrdn6hX-iQ9vGGE16hBkppLMYUJBAJ3GZXmZqfRaCEn5f4A=mo,gopay memang mantap,5,0,2.17.1,2026-09-06 16:13:47,,,2.17.1,gopay
01f67577-d83e-4852-ad39-19613ee9b1ca,Radiyanto Grab,https://play-lh.googleusercontent.com/a/ACg8ocI9AszeuyyCRScnXNNwzYxyerVGPnaJYLnd2jajmLAblErcIA=mo,ok,5,0,2.17.1,2026-09-06 16:11:00,,,2.17.1,gopay
269996c8-76be-4959-8a7f-9f9f75f83f87,Diva,https://play-lh.googleusercontent.com/a/ACg8ocLOMlOyuLf8hHvGfS6ncNKRVZFDuRuiUY91MeS7S0u01C9C3A=mo,bagus sekali,5,0,2.17.1,2026-09-06 16:07:45,,,2.17.1,gopay
82f6d794-ef28-4e50-8426-c31aab24a77a,Ery Eron,https://play-lh.googleusercontent.com/a-/ALV-UjVe7IULMIp4axtUr0BmiG9YcTn6pXwC2Pck8sPNl8OfdJQ--Q,"aman terkendali banyak bonus & gratis gampang & mudah,cuma hanya lemott aja",5,0,2.17.1,2026-09-06 16:07:29,,,2.17.1,gopay
4dd1c89f-856f-487c-a4e2-70f5d9e2adc5,Milda,https://play-lh.googleusercontent.com/a/ACg8ocLA5JneVNIgPVzHAuuVC5JoWpbnmrrkEUvWl2BnN8WKr6NvXw=mo,aku suka karena selalu mendapatkan coins,3,0,2.16.1,2026-09-06 16:05:15,,,2.16.1,gopay
941f735e-1975-470e-b1b3-c2d99b2cd1c1,Asep Nasriah,https://play-lh.googleusercontent.com/a-/ALV-UjVfxs0PRrA3rpiKkkWXOMgshoZsCsbeMrkXVABwwOW9VcJReZ0,mantap,5,0,2.17.1,2026-09-06 16:00:50,,,2.17.1,gopay
c95a6526-2394-4886-b233-bb5269d9ac6d,Sandy 07 Channel,https://play-lh.googleusercontent.com/a/ACg8ocItuWwose9neqJzGg1I_DGA4OXJkGuZRc2Tq-tgJmYnaaSkGw=mo,"oke, mantap, sangat mudah",5,0,,2026-09-06 15:59:12,,,,gopay
371cc543-8939-4cf5-acc9-088919c95203,Andri Batam,https://play-lh.googleusercontent.com/a-/ALV-UjU4L6Wjw8VIZJteBXQ3uJ4LUWXIqqSIYXEOc5tsCl6-hUSuCBs,hebat,5,0,2.16.1,2026-09-06 15:58:46,,,2.16.1,gopay
4b9c4aba-a6ab-4621-82b3-553e47bdf347,Shella Ivanka,https://play-lh.googleusercontent.com/a/ACg8ocIc5_QroyXLYyPF7SM5Aqi0R0HdeLbeQub8ytfysvB7vMWxr3s=mo,sangat membantu,5,0,2.17.1,2026-09-06 15:50:30,,,2.17.1,gopay
fce17ac7-0b68-448f-ab0c-f0b9bfcd14d2,Surya Adi,https://play-lh.googleusercontent.com/a/ACg8ocLwrkpjj3w2gDzFZdLFmTjtQyZOdWkkuIURrKXHYIHhIODxKg=mo,mantap bagus dan lancar transfernya,5,0,2.17.1,2026-09-06 15:44:54,,,2.17.1,gopay
2cd63fa3-7519-482f-9e26-9161b39ad23e,Pujiyanto Anto,https://play-lh.googleusercontent.com/a-/ALV-UjWM29KeH8w2boQPtH2JqhFl_hFK0YgcbBjE5Nez9CjcHFQMTdHA,👍👍👍,5,0,2.12.1,2026-09-06 15:43:23,,,2.12.1,gopay
6cbeb11b-836b-42d0-8cc3-95a7630ff4d0,"Agus D,Kangen fridchicken",https://play-lh.googleusercontent.com/a-/ALV-UjXlxsgGKWdO9BnpD7SRCU20auLEqj1gKrxzE-P1Cmc5jajp8JP0,"oke mantap,biarpun sedikit tp bisa nyampe",5,0,2.17.1,2026-09-06 15:37:09,,,2.17.1,gopay
193dc6ad-1656-4c1a-abda-1a7835330020,Arflin Mokoginta,https://play-lh.googleusercontent.com/a/ACg8ocL_tkRWDkDKUdJ7a7_BHGS0OaR_hZc4p_R4J2-lIhN0eKdcbw=mo,ok,5,0,2.17.1,2026-09-06 15:36:59,,,2.17.1,gopay
a5069fb8-ba40-4780-9102-0d1323f1aba2,Faisal Bayu ardianto,https://play-lh.googleusercontent.com/a/ACg8ocLqt2g7zm4yurMaKEbefhBaiKlNcKH9FJkTdKlP5Iss8JlJXL8=mo,Susah dapetin pinjaman,5,0,2.17.1,2026-09-06 15:34:56,,,2.17.1,gopay
a8b43a42-5b7a-40c8-ae0e-833f7566f561,Dendy Suhendy,https://play-lh.googleusercontent.com/a-/ALV-UjUs9R_-xtEmPjCHTCmTPDNofv8wKeG71F_EmCvOm7n1kGuykQY,pasti ada jalan,5,0,,2026-09-06 15:30:56,,,,gopay
0172d967-600b-459f-89af-a0db3744d9a6,Gran Dy27,https://play-lh.googleusercontent.com/a-/ALV-UjXhNjrWTXK_LsKNq4ogv8XrIIyJQSnt0niufWwtwRl7irIypJI,"ngasih voucher tp suka bug ga bsa dipake, cashback jg ga masuk, udh kirim laporan. katanya 1x24 jam tp sampe sekarang ga ada kabar",1,0,,2026-09-06 15:27:41,"Hai Kak Gran, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-26-249-0840-33013 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Mita",2026-09-06 15:40:37,,gopay
9d011d4a-53d4-4049-98e4-f3fd0bc03aaa,Torto Torto,https://play-lh.googleusercontent.com/a/ACg8ocISiSZ_9GeXwbKS77Y5ProdbZpOiS80KgIPib-w_2xB_aTv0A=mo,sangat mendukung dalam bertransaksi,5,0,,2026-09-06 15:26:05,,,,gopay
33af381f-b52c-499c-8347-a4aa63803549,Arumi Kesyah,https://play-lh.googleusercontent.com/a/ACg8ocJXCtgVZOIqLuxdLIaUIO2o6hkkpKw_xFEfJ1p2XHcTh2FBJA=mo,kdng harga ny mahal pol,2,0,,2026-09-06 15:18:56,"Mohon maaf atas ketidaknyamanannya Kak Arumi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas pelayanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan pelayanan GoPay. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Mita",2026-09-06 15:39:07,,gopay
e05c2d3a-2a4f-48bf-8613-ca9aad3a1511,Zakiaa,https://play-lh.googleusercontent.com/a/ACg8ocLSzRxWkBN_ZRYfkzUxjobkhQQGBKWLzIzC6bipH2iXmv0L0w=mo,sangatt mmbntu,5,0,,2026-09-06 15:13:56,,,,gopay
46776323-aa91-4443-b699-39f482b164fc,Partini Aja,https://play-lh.googleusercontent.com/a/ACg8ocJtpT7_p0-fMijqq4iWRBz3lM6CVJy3y7jhnfgPFOZg8CZllg=mo,mantap,5,0,2.16.1,2026-09-06 15:12:51,,,2.16.1,gopay
a1597808-8eae-4288-8063-4bc51bda3c50,Atika Ayu lestari,https://play-lh.googleusercontent.com/a-/ALV-UjVae4Pk8ymp1jkuQA6Oi2FwsYKOhsEeMfT_3xYQWFc3AN5u6rY,senang,5,0,2.17.1,2026-09-06 15:07:43,,,2.17.1,gopay
b58f8339-178c-4ae9-ad94-40e24ce74ad0,Devano Lande,https://play-lh.googleusercontent.com/a/ACg8ocJOAWqZ20Vs0Xn_xKWOMx8g4dCBG3wRXuIrMXDbDHygjdA0Dg=mo,bagus bangettt,5,0,2.17.1,2026-09-06 15:06:44,,,2.17.1,gopay
6578c419-5024-4cc9-a6d6-9c557e9e436e,Edho Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjVLH0wtUDsD4qldNWd0zKaTGj4YPlK9mfPs5mn5THopixK6hUqV,ok,5,0,2.17.1,2026-09-06 15:01:50,,,2.17.1,gopay
232433b7-bdc4-4cb9-8104-049c770ef398,Sudario Rio,https://play-lh.googleusercontent.com/a-/ALV-UjXwaIjhL4qD8pBUv7_0bqK_FaYvUDYmA5p_25N0ljs75eyI5DM,bagus bngettttt🥰🥰🥰🤩,5,0,2.17.1,2026-09-06 15:01:21,,,2.17.1,gopay
e6d5fbb5-ba57-4676-9e2b-ee6681a53775,Zidan,https://play-lh.googleusercontent.com/a-/ALV-UjUXPEorHOWvNkl0HjaWxjb-M-xD9Wv-vDWd9HO5dlSNU08YFEg,bagus woy,5,0,2.17.1,2026-09-06 14:59:04,,,2.17.1,gopay
eb028f72-47c6-478e-a518-4e848522c4be,Camat Jay,https://play-lh.googleusercontent.com/a/ACg8ocLeso0ROFm1t11QHUrzSbqTPcLoJk7HZh6JJbl5-nH2s4lgOQ=mo,semoga cepat di bukai gopay layternya.....,5,0,2.17.1,2026-09-06 14:52:08,,,2.17.1,gopay
2b9db547-0863-47bc-b1df-fe38d1264386,Muhammad Arsyad,https://play-lh.googleusercontent.com/a/ACg8ocKxdsxzGl_E2W85qvQzRAoSilCBe17ege-U4WmsFkY5w2Vavw=mo,sangat baik,5,0,2.17.1,2026-09-06 14:50:37,,,2.17.1,gopay
68ce8b6e-80fc-4516-b9e0-9caeed2651a8,Ragil agung Riadi,https://play-lh.googleusercontent.com/a-/ALV-UjXFYwvl0oWdOFFQju0sbGgaE2Lbr-Kky4sQ5-hd6YQO-N_P1Hc,kasih cicilan dana,4,0,2.17.1,2026-09-06 14:49:53,,,2.17.1,gopay
ac0718c5-8446-4027-8c1b-9d1b075d06da,mas ish (mas ish),https://play-lh.googleusercontent.com/a-/ALV-UjV6kVCcBa61jwUSN7rArQ2sAqameLlB-iGx4-hCOm8IjjcaH9I,memudahkan urusan,5,0,2.17.1,2026-09-06 14:45:40,,,2.17.1,gopay
12af3e8c-2f34-4250-9fd8-6591f7faafcc,dila pramita,https://play-lh.googleusercontent.com/a/ACg8ocLvfLbtEpdLBot0tsCDlKX-ZG6im6U4SAKYGYha0hyK0HDCjQ=mo,mantap bisa dapet yang di apk ini,5,0,2.17.1,2026-09-06 14:45:09,,,2.17.1,gopay
0cae2bb6-e02d-4cac-a6c9-71f7958d7efb,Faishol zzz,https://play-lh.googleusercontent.com/a-/ALV-UjW-g-5dVYc6yQlwb36btyvScvCNl7nN1B7ocASllX9Lvjn2cvqd,bgus,5,0,,2026-09-06 14:42:23,,,,gopay
3aeeab3b-2c65-4eed-b06a-6bf6204e0eee,aa bazil,https://play-lh.googleusercontent.com/a/ACg8ocJyuCBxyz6bUpPRsj6yORVsZUa_PYSIQM5GsgFT4sRIvqWbmA=mo,mantappp dan nyaman,5,0,2.17.1,2026-09-06 14:41:43,,,2.17.1,gopay
086f0c5b-fb7f-4ce9-81af-2c7f62c7c1e8,Pacik Cc,https://play-lh.googleusercontent.com/a/ACg8ocLQ65zORvk877ayl_QoK6_F5voG_HNBe9bvyuA-PQ90_Cs7YlI=mo,is the best,5,0,2.17.1,2026-09-06 14:40:06,,,2.17.1,gopay
86f318f2-2174-4e94-9025-17183f683968,fajar subiyakto,https://play-lh.googleusercontent.com/a/ACg8ocJHcX0Al1t8I9VVXGXlwdVW8eYcX0wPYVO11lfEIqHZXeXs6Mg=mo,am@n dan cepat,5,0,2.17.1,2026-09-06 14:35:02,,,2.17.1,gopay
71b7e1ec-274b-4f05-beab-670975792d28,Aliff Beutik,https://play-lh.googleusercontent.com/a/ACg8ocJ3OV5pSqjI9tzr3uhV2p0I3xjZsacIhtmy8OohKMTZ-9DEMw=mo,mantap,4,0,2.17.1,2026-09-06 14:34:12,,,2.17.1,gopay
3c3f902f-044a-4ec6-88d0-694a82fd61e2,Muhammad Uden,https://play-lh.googleusercontent.com/a/ACg8ocL_lxrzpLorWV_KEjZr73Wf9jPUBYDIUwzZNSH6ZhyDGNLvfw=mo,bagus,5,0,2.17.1,2026-09-06 14:29:31,,,2.17.1,gopay
154c06f8-17f4-451c-b2b4-a0fa53096311,Mattoli Mattoli123,https://play-lh.googleusercontent.com/a/ACg8ocIyL1TYXEBeZcYgImUvQyGX7Ivf_snv7mnE2j0TsVYYMEakqg=mo,baik,5,0,2.17.1,2026-09-06 14:24:34,,,2.17.1,gopay
c3c72217-caa3-4331-a6b1-a109ad3d767d,Agustinus Kaya raya,https://play-lh.googleusercontent.com/a/ACg8ocIAt-ViwAkPBOdV60Ob_aUk_lUJ0kmEpH___LsuffComXxEqg=mo,josss jissss...,5,0,2.6.0,2026-09-06 14:22:20,,,2.6.0,gopay
16c075d1-eedc-490b-a39a-bade14d9d662,Mia Muh,https://play-lh.googleusercontent.com/a/ACg8ocKJ86n4yqcQ0wRsRbwP-qmeYzHp34ZVZ8ZE-6Cc6miqjlJy0g=mo,"gk suka bgt. terornya sampai sosmed, gak rekomendasi bgt apk nya",1,0,,2026-09-06 14:14:19,"Hai Kak Mia, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.co.id. ^Melodi",2026-09-06 14:50:33,,gopay
7fe778b6-033e-4ecb-a147-4ad5c7437d65,m Ansori,https://play-lh.googleusercontent.com/a/ACg8ocI3jvb7a3JetItSaQ1Irtysu9ZSiG8WORGGZOyU6R74vQ6Qcw=mo,mempermudah buat kirim uang kekeluarga yg jauh,5,0,,2026-09-06 14:11:00,,,,gopay
0706b0ce-390f-4eec-89e0-3abf31064702,Bujang Seken,https://play-lh.googleusercontent.com/a/ACg8ocKofCm2AqFEre40EQbsz8inZeQcc73zh9tAH0oyTCFQ6iPrOw=mo,keren,5,0,2.17.1,2026-09-06 14:08:06,,,2.17.1,gopay
e2039156-70d2-4fd6-a433-33c2467e050b,rock star,https://play-lh.googleusercontent.com/a-/ALV-UjW2wd4GsMhQKobpDqFhAX3m6odXUd_IyWsjEgRyo9h9d1vsShAU,"ganti ulasan karena gopay tidak konsisten dengan perkataannya, sangat buruk dan sangat kecewa bangy",1,0,2.17.1,2026-09-06 14:05:31,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPay kamu atau email ke customerservice@gopay.co.id. Terima kasih. ^Melodi",2026-09-06 14:49:07,2.17.1,gopay
ddf3b65c-75a0-4729-9ce5-d5681adfbde2,Ahmad Faisal,https://play-lh.googleusercontent.com/a/ACg8ocLdsr2F9E32F-INBshQ54mbrl6DQTO7ZWiamrtmLNqlMou2FQ=mo,bagus,5,0,2.17.1,2026-09-06 13:59:12,,,2.17.1,gopay
6adcf291-66df-41be-b0b3-86fac46aa9a9,Romio Sapulete24,https://play-lh.googleusercontent.com/a/ACg8ocIGbME0BCEE5EmclU99VUquSPFPAq_eYfXXwHYGPmUX_vfnjw=mo,bagus,5,0,2.17.1,2026-09-06 13:58:32,,,2.17.1,gopay
ba78ab14-d6b9-4512-8cce-fc8ff5a77195,Mhdrizan Mikey123,https://play-lh.googleusercontent.com/a-/ALV-UjWhREwTTImv2IWKzlZ1YVguBixkvZp3qT4-bvNRW_G7LbuP_ZM,bagus,4,0,2.17.1,2026-09-06 13:56:47,,,2.17.1,gopay
383529b9-7fd5-49bf-9661-9f527ce98251,10_ ERLINDA,https://play-lh.googleusercontent.com/a-/ALV-UjXx0VgioW_k9to5vgYQZ0ZjKuInRfTPQPpkRjo05WTUmhUo1E4_,"aplikasinya ga amanah transaksi saya gagal tapi saldo saya ga kembali,di chtnya juga responnya aneh penuh ke anehan,jngn ada yg pke gopay deh bermasalah nih aplikasi",1,0,2.17.1,2026-09-06 13:53:15,"Hai Kak Erlinda, mohon maat atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-26-249-0747-38807 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melodi",2026-09-06 14:47:53,2.17.1,gopay
37068fbb-2e25-467a-809c-a29616761d2a,Akhmad Khoirul Huda,https://play-lh.googleusercontent.com/a-/ALV-UjXCzyx69ifR8_YhFk4R3XnJBAAGCMmGyn24peD6RVjKeYitWpCt,good,5,0,2.17.1,2026-09-06 13:51:14,,,2.17.1,gopay
52776094-18f6-45b0-8cc0-3284f9bd5e2a,SUBANDI,https://play-lh.googleusercontent.com/a-/ALV-UjV_tHKkcsoj8t3EmnWfpSbNxv92MpAQ_4BKgg7u-xrDN5-MNH0nkw,aplikasi ini sangat membantu sekali dan mudah digunakan cocok buat saya pribadi sebagai pengguna,5,0,2.17.1,2026-09-06 13:48:58,,,2.17.1,gopay
d68a5b70-9f8c-4f66-9120-4929133f2168,Aina Nuraina,https://play-lh.googleusercontent.com/a/ACg8ocKvDHTqQ0xK1HH9TwagaSGVWWYlc9Y29pD-67QTQAflr6clyg=mo,aplikasi yg sangat membantu dalam kesulitan,5,0,2.17.1,2026-09-06 13:47:04,,,2.17.1,gopay
32896fdd-d3fe-425d-abdc-268917326a37,Sapar Dmochis,https://play-lh.googleusercontent.com/a/ACg8ocKEUABTyWRkJw_zktmR7VhKCE2oSLezf51E1uEpUbXUSAxCpA=mo,Luar biasa,5,0,2.17.1,2026-09-06 13:32:57,,,2.17.1,gopay
79ad17c8-96f2-4349-a523-74638063751b,Ilham ayen,https://play-lh.googleusercontent.com/a/ACg8ocJPJeg29WtPsch1duTQxI4JWwS_lPhJUrJ2DMiuD2Ca33NTJw=mo,Ilklaan Lo sagaat megagu. php,3,0,,2026-09-06 13:31:28,,,,gopay
0186652d-04c6-40fe-8656-7563c634af03,Abdii Dii,https://play-lh.googleusercontent.com/a/ACg8ocIBrADgmqCtysjzyCalb3IKJMY7-V0ZIUxKr7CHsPr153ZIqg=mo,"lebih bagus gopay kebanding dana gabisa di pake ini itu kalu gda paket, sedangkan gopay bisa beli paket bisa qriss",5,0,,2026-09-06 13:29:39,,,,gopay
84dc1395-0b96-4406-ab69-9c5add8a1bb5,Saprin Sorong,https://play-lh.googleusercontent.com/a/ACg8ocJpxWDax4uVHak_C9_frcLgqzdakZXuynO14t-7HTJpUghuKw=mo,mntp,5,0,,2026-09-06 13:29:00,,,,gopay
95042fcc-4d37-4060-9a16-aa049d6e1cfa,Luung Pambayun,https://play-lh.googleusercontent.com/a-/ALV-UjVHcQKJzaXbh0WPknCe4twQUIp2jG5te74viEhUH-RImgGCpG0R,"Baru instal hari ini, Mudah2an senantiasa aman dan terpercaya.",5,0,,2026-09-06 13:28:19,,,,gopay
